unnamed:_0,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
103,64,GRX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Latin,Dinner not that tasty... breakfast should have a savory bread option or similar.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,dinner tasti breakfast savori bread option similar
104,2028,MSX,EWX,2022-09-07,Delayed,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
105,1759,DEX,KOX,2022-09-12,Delayed,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member,Neutral,
106,2175,YYX,ORX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,I would have expected a 2nd service of beverages given the duration of the flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,would expect 2nd servic beverag given durat flight
107,1547,SFX,EWX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-300,Mainline,member,Neutral,
108,2243,ORX,LAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,I think it is excellent that you continue to provide Biscoff cookies and Stroopwafels. Truly an experience of decadence in an otherwise humdrum world.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-300,Mainline,non-member,Neutral,think excel continu provid biscoff cooki stroopwafel truli experi decad otherwis humdrum world
109,2625,LGX,DEX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,Beverage selection was ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,beverag select ok
110,301,SFX,HNX,2022-09-12,Early & Ontime,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,
111,998,ACX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,
112,3800,MBX,ORX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,CRJ-200,Express,member,Neutral,
113,41,EWX,FCX,2022-09-12,Delayed,Delayed,Atlantic,While the food was hot the menu leaves something to be desired. Quinoa is an ingredient that could be replaced with Oreo.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,food hot menu leav someth desir quinoa ingredi could replac oreo
114,925,IAX,LHX,2022-09-12,Delayed,Delayed,Atlantic,The Pinot noir was kind of a fruit bomb of a wine. Did not have more than a couple sips.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-300,Mainline,member,Neutral,pinot noir kind fruit bomb wine coupl sip
115,1461,DEX,STX,2022-09-13,Delayed,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
116,1860,EWX,IAX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,There really was no food or beverage offered in 1st class on this flight—only a glass of water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,realli food beverag offer 1st class glass water
117,663,EWX,DFX,2022-09-13,Early & Ontime,Delayed,Domestic,Portions too small and pret.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member,Neutral,portion small pret
118,5752,SFX,SMX,2022-09-13,Delayed,Early & Ontime,Domestic,Too short for service.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,short servic
119,333,PDX,ORX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,"When getting a soft drink, the flight attendant should always offer the whole can.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,get soft drink flight attend alway offer whole
120,2401,BOX,SFX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX9,Mainline,member,Neutral,
121,3587,EWX,GSX,2022-09-14,Delayed,Delayed,Domestic,On my first flight segment from Milan to Newark I pre-selected a vegan meal. They provided me a curry dish with Chicken in it and a salad with some white creamy dressing. Clearly NOT a vegan meal.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-170,Express,member,Neutral,first flight segment milan newark vegan meal provid curri dish chicken salad white creami dress clearli vegan meal
122,1918,IAX,MEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,No.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
123,5516,GSX,DEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,
124,339,BTX,IAX,2022-09-14,Delayed,Early & Ontime,Domestic,,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
125,2602,DEX,RSX,2022-09-15,Early & Ontime,Delayed,Domestic,I wanted to comment on the United Club food - eggs and bacon ar very good addition.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX9,Mainline,member,Neutral,want comment unit club food egg bacon ar good addit
126,46,ZRX,SFX,2022-09-15,Delayed,Delayed,Atlantic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,
127,4368,MFX,IAX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-145,Express,member,Neutral,
128,4503,LGX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,Thank you for carrying Buffalo Trace!. It is the best bourbon that you can not find in stores around the US.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,CRJ-550,Express,member,Neutral,thank carri buffalo trace best bourbon find store around us
129,935,EWX,LHX,2022-09-15,Early & Ontime,Early & Ontime,Atlantic,Oatmeal breakfast had a good mix of items.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,oatmeal breakfast good mix item
130,6,IAX,LHX,2022-09-15,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,
131,2606,SAX,DEX,2022-09-15,Delayed,Early & Ontime,Domestic,Why can not bottles be used instead of cans?. I am on a flight with turbulence with a cup full of water and ice. Makes no sense.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,bottl use instead can flight turbul cup full water ice make sens
132,1870,SFX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-300,Mainline,member,Neutral,
133,1430,IAX,EWX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,"Not offered water, drink or anything before take off. Had to go to section behind to ask for water to take some medicine.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B777-200,Mainline,member,Neutral,offer water drink anyth take go section behind ask water take medicin
134,2010,IAX,PIX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,
135,951,IAX,BRX,2022-09-14,Early & Ontime,Delayed,Atlantic,Food quality was better before pandemic.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-300,Mainline,member,Neutral,food qualiti better pandem
136,2628,ORX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member,Neutral,
137,1970,EWX,SEX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,Such a small amount but I get it [amount] you do not want anyone getting drunk on the plane.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,small amount get amount want anyon get drunk plane
138,1020,CUX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Latin,"No, this flight was very good. Wish we could have preordered our meal and had more beverages but the attendants were too busy making meals.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,flight good wish could preorder meal beverag attend busi make meal
139,318,EWX,DUX,2022-09-16,Early & Ontime,Delayed,Atlantic,Meal was not hot or as good wuality of items as the flight from Dublin to Newark. Much better quality on.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-200,Mainline,member,Neutral,meal hot good wualiti item flight dublin newark much better qualiti
140,2047,MCX,EWX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,They are to expensive. $10. For Baileys?.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,expens 10 bailey
141,886,FCX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,
142,886,FCX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Atlantic,Why would you serve a barley salad when the chicken came with rice?. Too many grains.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,would serv barley salad chicken came rice mani grain
143,2376,PHX,ORX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,I wondered why we were not given pretzels/nuts on this flight??.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,wonder given flight
144,62,MEX,SFX,2022-09-17,Early & Ontime,Delayed,Pacific,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-9,Mainline,member,Neutral,encourag airlin greater varieti higher qualiti food option unit lack area rel major intern airlin
